doc_idx,filename,city,county,year,rule_label,llm_majority_label,llm_consistency,llm_reason,text_first_500,human_label,human_notes
524,2014-云和县人民政府办公室关于印发云和县深化“千村示范万村整治”工程推进农村生活污水治理三年行动计划的通知.docx,丽水市,云和县,2014.0,incentive,regulatory,1.0,(keyword fallback),云和县人民政府办公室关于印发云和县深化千村示范万村整治工程推进农村生活污水治理三年行动计划的通知各乡镇人民政府街道办事处县政府直属各单位云和县深化千村示范万村整治工程推进农村生活污水治理三年行动计划已经县政府同意现印发给你们请认真贯彻执行云和县人民政府办公室年月日此件公开发布云和县深化千村示范万村整治工程推进农村生活污水治理三年行动计划为深入贯彻落实党的十八届三中全会精神按照省委省政府打好污水治理攻坚战的总体部署扎实开展农村生活污水治理有效改变农村生活污水无序排放现状着力改善农村生态环境进一步提高农民生活质量结合本县实际特制定本行动计划一指导思想以科学发展观为指导以千村示范万村整治工程为载体按照村点覆盖全面群众受益广泛设施运行常态治污效果良好的要求坚持全面治理与提升改造并重全面治理农村生活污水改善农村生态环境建设和谐生态的山水童话乡村促进全县经济社会可持续发展二工作目标按照统筹规划科学安排因地制宜实事求是技术合理经济实用示范带动全面推进的原则以城郊旅游景区水源保护区中心村为重点全面开展农村生活污水治理与提升改造项目建设到年底完成个行政村个自然村户农户的生活污水治理和提升改造建立健全农村,regulatory,
528,2017-云和县农村生活污水治理设施运行维护资金管理办法.docx,丽水市,云和县,2017.0,regulatory,incentive,0.75,(keyword fallback),云和县农村生活污水治理设施运行维护资金管理办法各乡镇人民政府街道办事处各有关单位为加强对农村生活污水治理设施运维项目管理根据浙江省人民政府办公厅关于加强农村生活污水治理设施运行维护管理的意见浙政发号浙江省农村生活污水治理设施运行维护管理工作实施方案建村发号关于印发云和县农村生活污水治理设施运行维护管理暂行办法的通知云政办发号等文件精神特制定本办法一基本原则农村生活污水治理设施运行维护工作坚持全盘谋划统筹安排政府主导全民参与的基本原则不断完善工作机制和项目管理把群众是否满意环境卫生状况是否改善水体污染是否控制作为工作实绩的衡量标准建立运维专款专用账户确保农村生活污水治理设施维护工作可持续发展本办法适用于纳入农村生活污水治理计划已通过竣工验收的农村生活污水治理项目本办法所称农村生活污水治理设施是指农村生活污水收集系统污水处理系统及其附属设施包括污水处理池主体工程及其配套的管网工程等二管理体制农村生活污水治理设施三分建设七分管护县住建局是农村生活污水治理设施运维的管理部门负责制定农村生活污水治理设施运行维护管理相关政策和考核办法负责运维经费的预算编制核定拨付和使用监督会同相关部门对乡镇街道考,regulatory,
530,2013-关于印发云和县（农业）水环境保护和综合治理实施方案的通知.docx,丽水市,云和县,2013.0,incentive,regulatory,0.75,(keyword fallback),关于印发云和县农业水环境保护和综合治理实施方案的通知各乡镇街道农业综合服务站局属各单位为认真贯彻落实全国省市环保工作会议与全省水环境综合治理工作会议精神全面彻底清理并无害化处理病死动物和加强农业面源和畜禽养殖污染防治推进农业废弃物综合利用切实改善我县水环境质量现结合我县农业实际特编制云和县农业局关于水环境保护和综合治理实施方案年月年月现将实施意见随文下发望各单位迅速组织实施附件云和县农业水环境保护和综合治理实施方案云和县农业局附件云和县农业水环境保护和综合治理实施方案为认真贯彻落实全国省市环保工作会议与全省水环境综合治理工作会议精神根据云和县水环境保护和综合治理实施方案年月年月要求切实改善我县水环境质量现结合我县农业实际特制定本实施意见一指导思想以科学发展观为指导以建设生态文明为统领坚持和提升小县大城核心战略紧紧围绕打造山水童话特色的现代化生态休闲旅游名城总目标全面开展水环境保护切实保障水环境安全努力实现经济社会发展与水环境保护相协调与水资源环境承载力相适应为我县实现经济效益与环境效益双赢局面提供坚实的生态环境保障二工作目标全面彻底清理并无害化处理病死动物和加强农业面源和畜禽养殖污染防,regulatory,
533,2021-云和县人民政府办公室关于印发云和县雾溪水库饮用水水源地保护生态补偿暂行办法的通知.docx,丽水市,云和县,2021.0,regulatory,incentive,1.0,(keyword fallback),云和县人民政府办公室关于印发云和县雾溪水库饮用水水源地保护生态补偿暂行办法的通知各乡镇人民政府街道办事处县政府直属各单位云和县雾溪水库饮用水水源地保护生态补偿暂行办法已经县政府第次常务会议审议通过现印发给你们请认真贯彻执行云和县人民政府办公室年月日此件公开发布云和县雾溪水库饮用水水源地保护生态补偿暂行办法一总则一为落实各级政府水生态水环境的保护责任有效防治水污染和保护水资源建立长效的生态补偿机制持续改善县级饮用水水源保护区水环境质量根据丽水市饮用水水源保护条例之规定制定本办法二坚持权责一致公平合理的原则谁受益谁补偿谁保护谁受偿通过饮用水水源地生态补偿机制的建立实现水源地生态产品价值的转化三本办法适用的乡镇为雾溪水库饮用水水源保护区所在地雾溪畲族乡四坚持多元筹资定向补偿的原则县人民政府安排雾溪水库饮用水水源生态补偿资金以下简称生态补偿资金综合运用行政和市场手段积极拓宽资金筹措渠道以利于保护生态环境和发展生态经济五坚持统筹协调共同发展的原则按照统筹区域协调发展的要求多渠道多形式支持雾溪畲族乡发展努力实现其经济社会发展与生态环境保护的双赢六调整云和县雾溪水库饮用水源保护工作领导小组成员及下属,incentive,
538,2014-青田县人民政府办公室关于印发青田县“五水共治”捐助资金（物资）管理办法的通知.docx,丽水市,青田县,2014.0,regulatory,incentive,0.5,(keyword fallback),青田县人民政府办公室关于印发青田县五水共治捐助资金物资管理办法的通知各乡镇人民政府各街道办事处县政府直属各单位现将青田县五水共治捐助资金物资管理办法印发给你们请遵照执行青田县人民政府办公室年月日此件公开发布青田县五水共治捐助资金物资管理办法第一条为规范和加强我县五水共治捐助资金物资管理根据中华人民共和国公益事业捐赠法和相关法律法规规定结合青田实际特制定本办法第二条本办法所称的五水共治是指治污水防洪水排涝水保供水抓节水第三条捐助活动坚持自愿原则第四条县财政局负责设立五水共治捐款账户和提供收入票据资金账户在县主要媒体公布接受社会捐助捐款捐物情况定期予以公布第五条五水共治捐助资金实行统一管理有关单位收到捐款后要及时缴入捐款专户不得私自截留或另行处理县五水共治工作领导小组办公室以下简称县治水办负责捐助资金的使用管理五水共治捐助物资由县治水办统一管理并及时组织捐助方将物资送至指定捐助地第六条五水共治捐助资金使用范围主要用于生活污水处理生活垃圾处理饮用水工程建设水环境改善提升等与五水共治有关的项目设施建设以及其他经批准与五水共治相关的支出五水共治捐助资金原则上以乡镇街道为单位实行属地使用专款专用对,regulatory,
539,2017-关于推进青田县分类分档及多因子计收污水处理费和征收温溪镇污水处理费的通知.docx,丽水市,青田县,2017.0,informational,regulatory,0.75,(keyword fallback),关于推进青田县分类分档及多因子计收污水处理费和征收温溪镇污水处理费的通知县水务公司为贯彻落实国务院城镇排水与污水处理条例和国家发展改革委财政部住房城乡建设部关于制定和调整污水处理收费标准等有关问题的通知发改价格号等有关规定根据省财政厅物价局住房和城乡建设厅浙江省污水处理费征收使用管理办法浙财综号和浙江省物价局财政厅环境保护厅关于加快推进分类分档及多因子计收工业污水处理费的指导意见浙价资号等有关文件精神决定自年月日起推进青田县分类分档及多因子计收污水处理费和开展征收温溪镇污水处理费现将有关事项通知如下一推进青田县分类分档及多因子计收污水处理费对符合污水纳管要求的已纳入本县污水公共管网并由污水处理厂处理的医药化工造纸化纤印染制革合成革冶炼等行业中的实行在线监测重污染工业企业具体名单由当地乡镇人民政府街道办事处会同县环保局确定污水按化学需氧量悬浮物总磷以计总氮等为重点污染因子分类分档复合计收污水处理费多因子收费实行基准收费标准与浮动标准累加进行收取污染因子浓度超过基准值的在基准收费标准的基础上加浮动标准收取工业污水处理费污染因子浓度低于基准值的按照基准收费标准收取工业污水处理费收费基准值分档,incentive,
541,2019-青田县人民政府办公室关于印发青田县新田坑饮用水水源地生态保护补偿机制实施意见的通知.docx,丽水市,青田县,2019.0,regulatory,incentive,1.0,(keyword fallback),青田县人民政府办公室关于印发青田县新田坑饮用水水源地生态保护补偿机制实施意见的通知县水利局青田县人民政府办公室关于印发青田县新田坑饮用水水源地生态保护补偿机制实施意见的通知各乡镇人民政府各街道办事处县政府直属各单位青田县新田坑饮用水水源地生态保护补偿机制实施意见已经县政府同意现印发给你们请做好贯彻落实青田县人民政府办公室年月日此件公开发布青田县新田坑饮用水水源地生态保护补偿机制实施意见为进一步加强饮用水水源保护工作切实保障人民群众饮水安全根据中华人民共和国水污染防治法浙江省饮用水水源保护条例丽水市饮用水水源保护条例和有关法律法规结合我县实际制定本实施意见一新田坑饮用水水源地生态保护补偿的区域范围以新田坑为核心个乡镇北山镇仁宫乡巨浦乡个行政村小奕村大奕村寺岙村朱山村澎湖村钓滩村城门村下湾村湖云村巨浦村泉山村湖东村以及在新田坑饮用水水源地保护区范围内的森林农田和旱地二生态保护补偿机制的原则一谁受益谁补偿原则二多元补偿定向补偿原则三责权利相统一原则四突出重点逐步完善原则五依法保护分级负责原则三生态保护补偿专项资金的来源县财政部门多渠道筹措资金设立新田坑饮用水水源地生态保护专项资金每年部门预算,incentive,
550,2022-景宁畲族自治县水生态环境保护“十四五”规划.docx,丽水市,景宁县,2022.0,regulatory,informational,0.75,(keyword fallback),景宁畲族自治县水生态环境保护十四五规划党中央国务院高度重视水生态环境保护工作党的十九大提出年生态环境根本好转美丽中国目标基本实现及到本世纪中叶把我国建设成富强民主文明和谐美丽的社会主义现代化强国的奋斗目标并明确加快水污染防治实施流域环境综合治理等任务要求十三五期间景宁畲族自治县以下简称景宁县牢记习近平总书记绿水青山就是金山银山的重要嘱托以水十条和五水共治为抓手统筹推动水环境水生态水资源协同共治水环境质量持续高位提升获得年度五水共治河长制工作大禹鼎铜鼎全县碧水保卫战成效显著水生态环境质量明显改善人民群众的获得感幸福感安全感持续提升然而水生态环境保护工作具有长期性艰巨性和复杂性我县水环境质量改善不平衡不协调问题仍然突出水生态破坏现象较为普遍水生态环境风险依然存在水生态环境治理体系及治理能力现代化水平有待提升生态环境监督管理能力有待加强与两富两美建设目标要求仍有不小差距十四五是我国开启全面建设社会主义现代化国家新征程向第二个百年奋斗目标进军的第一个五年是为高水平全面建成小康社会和建设两富两美浙江提供持续动力的关键时期也是深化落实美丽景宁县建设和五水共治的决策部署推动水环境质量全面改善和水生态,informational,
555,2020-景宁畲族自治县人民政府办公室关于印发景宁畲族自治县节水行动实施方案的通知.docx,丽水市,景宁县,2020.0,incentive,regulatory,1.0,(keyword fallback),景宁畲族自治县人民政府办公室关于印发景宁畲族自治县节水行动实施方案的通知各乡镇街道办事处县直机关各单位景宁畲族自治县节水行动实施方案已经县政府同意现印发给你们请认真组织实施附件景宁畲族自治县节水行动实施方案景宁畲族自治县人民政府办公室年月日此件公开发布抄送县委各部门县人大常委会县政协办公室县人武部县法院县检察院景宁畲族自治县人民政府办公室年月日印发景宁畲族自治县节水行动实施方案为贯彻落实党的十九大精神践行习近平总书记提出的节水优先空间均衡系统治理两手发力重要治水方针大力推动全社会节水全面提升水资源节约集约利用水平倡导形成节水型生产生活方式保障水安全保护水生态改善水环境促进经济社会高质量绿色发展根据国家节水行动方案省市节水行动实施方案结合景宁县实际制定本实施方案一总体要求一指导思想以习近平新时代中国特色社会主义思想为指导坚定不移践行节水优先治水方针紧扣全省重要窗口建设新目标新定位全面贯彻节水优先方针把节水作为水资源可持续利用和水生态安全保障的重要举措贯穿到经济社会发展全过程和各领域围绕全市两山发展大会精神强化水资源刚性约束实行水资源消耗总量和强度双控制以保障经济社会高质量发展为出发点以完,regulatory,
556,2018-景宁畲族自治县人民政府办公室印发景宁畲族自治县关于建立龙潭桥水库县城饮用水水源地生态保护补偿机制实施意见的通知.docx,丽水市,景宁县,2018.0,regulatory,incentive,1.0,(keyword fallback),景宁畲族自治县人民政府办公室印发景宁畲族自治县关于建立龙潭桥水库县城饮用水水源地生态保护补偿机制实施意见的通知各乡镇人民政府街道办事处县政府直属各单位景宁畲族自治县关于建立龙潭桥水库县城饮用水水源地生态保护补偿机制的实施意见已经县政府第七次常务会议研究现印发给你们请参照执行景宁畲族自治县人民政府办公室年月日此件公开发布景宁畲族自治县关于建立龙潭桥水库县城饮用水水源地生态保护补偿机制的实施意见为深入贯彻落实科学发展观和党的十九大精神积极推进中国畲乡和美景宁建设践行绿水青山就是金山银山的理念促进人与自然的协调发展按照谁受益谁补偿和多元筹资定向补偿的原则建立景宁县城饮用水水源地生态保护补偿机制特制定本实施意见一生态保护补偿的区域范围以龙潭桥水库为核心个乡镇街道鹤溪街道红星街道东坑镇梅岐乡个行政村王木坑村三枝树村滩岭村大吴山村方徐村茗源村梅岐村留钱村栋头村岗楼村岳崇村高闩村以及在饮用水水源地保护区范围内的森林农田和旱地二生态保护补偿机制的原则一谁受益谁补偿原则二责权利相统一原则三重点突破统筹兼顾原则四循序渐进逐步完善原则三生态保护补偿专项资金的来源县财政部门多渠道筹措资金每年安排万专项资金今后,incentive,
557,2017-关于完善分类分档及多因子计收工业污水处理费办法的通知.docx,丽水市,景宁县,2017.0,regulatory,incentive,1.0,(keyword fallback),关于完善分类分档及多因子计收工业污水处理费办法的通知县各工业企业根据省物价局财政厅环保厅关于加快推进分类分档及多因子计收工业污水处理费的指导意见浙价资号要求对纳入县城污水公共管网并由污水处理厂处理的医药化工造纸化纤印染制革冶炼等行业中的实行在线监测高污染工业企业具体企业名单可由县环保局确定污水推行分类分档及多因子计收污水处理费结合本县工业污水排放量现行只实行化学需氧量值分档计收污水处理费在有条件情况下确定化学需氧量悬浮物总氮等重点污染因子并按上述三种因子的浓度分类分档复合计收污水处理费即在线监测高污染工业企业污水处理费实收标准高污染工业企业污水处理费基准标准值升降标准值加收标准总氮值加收标准一化学需氧量值分档收取污水处理费计费方法入网污水值以为基准每为一档实测值低于时每低一档污水处理费标准相应降低元实测值高于时每高一档污水处理费标准相应提高元二悬浮物值分档收取污水处理费计费方法入网污水值以为基准每为一档实测值高于时每高一档污水处理费标准相应提高元三总磷以计值分档收取污水处理费计费方法入网污水总磷以计值以为基准每为一档实测总磷以计值高于时每高一档污水处理费标准相应提高元四总氮值分档收取污,incentive,
558,2011-景宁县发展和改革局关于调整景宁县城区供水价格及污水处理费标准的通知.docx,丽水市,景宁县,2011.0,regulatory,incentive,0.75,(keyword fallback),景宁县发展和改革局关于调整景宁县城区供水价格及污水处理费标准的通知景宁县供排水公司你公司关于要求调整景宁县城市供水价格及污水处理费的请示景供排号悉根据浙江省定价目录和城市供水价格管理办法的有关规定经县人民政府同意现就你公司供水价格和污水处理费标准等有关事项通知如下一你公司供水价格分为四类一类为居民生活用水价格二类为非经营性用水价格三类为经营性用水价格四类为特种行业用水价格二同意调整你公司供水价格县供排水有限责任公司管网所及范围的供水价格居民生活用水价格为每立方米元非经营性用水价格为每立方米元经营性用水价格为每立方米元特种行业用水价格为每立方米元三同意调整你公司污水处理费标准居民生活污水为每立方米元非经营性用户的污水为每立方米元经营性用户的污水一般工商企业为每立方米元化工制革印染电镀和制药等工业企业为每立方米元特种行业的污水为每立方米元收取污水处理费后不再收取污水排污费对有污水处理设施的工业企业排放污水可按环保部门检测到的值分档收取污水处理费值以为基准每为一档分档污水处理费以本通知规定的标准为基准实测值低于时每低一档收费标准相应降低元立方米实测值高于时每高一档收费标准相应提高元立方米对使,incentive,
559,2023-景宁畲族自治县农业农村局关于下达2023年农田氮磷生态拦截沟渠建设和运维管护计划的通知.docx,丽水市,景宁县,2023.0,regulatory,incentive,1.0,(keyword fallback),景宁畲族自治县农业农村局关于下达年农田氮磷生态拦截沟渠建设和运维管护计划的通知各相关乡镇人民政府为顺利完成省市五水共治考核任务根据浙江省农业农村厅关于加快推进高标准示范引领性农田氮磷生态拦截沟渠系统建设的通知浙农专发号浙江省耕地质量与肥料管理总站关于开展农田氮磷生态拦截沟渠系统建设和运维状况评估的通知浙耕肥发号浙江省耕地质量与肥料管理总站关于印发年全省耕地与生态能源工作要点的通知浙耕肥发号等文件结合我县农田氮磷生态拦截沟渠系统建设和运维管护实际情况经研究同意现将景宁县年农田氮磷生态拦截沟渠建设和运维管护计划下发给你们总投资万元资金来源于县级财政配套资金请相关乡镇按照财政专项资金使用规定认真组织实施年月底前完成各项计划任务景宁畲族自治县农业农村局年月日,regulatory,
562,2015-关于落实2015年度市、县两级“五水共治”目标任务的通知.docx,丽水市,遂昌县,2015.0,incentive,regulatory,1.0,(keyword fallback),关于落实年度市县两级五水共治目标任务的通知局属各单位局机关各科室根据市建设局关于下达年丽水市建设系统五水共治目标任务的通知丽建发号县发改局关于下达年政府基本建设项目投资计划及资金预算的通知遂发投号文件要求结合我局实际局五水共治办对年市县两级下达的五水共治任务进行了细化分解现将我局年五水共治目标任务细化分解情况印发给你们并提出如下贯彻要求请认真落实一各单位科室要高度重视对照目标任务抓紧制定年度实施计划明确实施点位落实工作措施确保我局市县两级五水共治年度任务圆满完成二各单位科室根据遂昌县住房和城乡建设局年度五水共治任务分解表抓紧实施本单位科室项目计划并落实专人做好项目实施进度定期统计自年月起每月日前将月报表与相应台帐上报局公用科三各相关科室下属单位对市县两级五水共治完成情况和月进度报送情况列入单位科室的年度考核内容四根据市局要求涉及排涝水的清淤排水管网与增加应急设备两项任务的市政园林管理处请务必在月底汛期前完成联系人朱珍电话附件市建设局下达县建设局年度五水共治任务分解表遂昌县建设局年五水共治项目表遂昌县住房和城乡建设局年月日,informational,
564,2016-遂昌县发展和改革局 遂昌县财政局 遂昌县环境保护局 遂昌县经济商务局关于分类分档及多因子计收工业污水处理费和实施差别水价政策等有关事项的通知.docx,丽水市,遂昌县,2016.0,informational,incentive,1.0,(keyword fallback),遂昌县发展和改革局遂昌县财政局遂昌县环境保护局遂昌县经济商务局关于分类分档及多因子计收工业污水处理费和实施差别水价政策等有关事项的通知县工业园区管委会县供排水有限公司根据浙江省物价局财政厅环保厅关于加快推进分类分档及多因子计收工业污水处理费的指导意见浙价资号和丽水市人民政府关于丽水市工业企业绩效综合评价和要素差别化管理的实施意见丽政发号的规定结合遂昌实际经召开座谈会网上公开征求社会各方意见和建议现将分类分档及多因子计收工业污水处理费和实施差别水价政策等有关事项通知如下一实行分类分档及多因子计收工业污水处理费根据省物价局财政厅环保厅关于加快推进分类分档及多因子计收工业污水处理费的指导意见浙价资号要求对纳入城区污水公共管网并由污水处理厂处理的医药化工造纸化纤印染制革冶炼等行业中的实行在线监测高污染工业企业具体企业名单可由县环保局确定污水确定化学需氧量悬浮物总磷以计总氮等为重点污染因子并按上述四种因子的浓度分类分档复合计收污水处理费即在线监测高污染工业企业污水处理费实收标准高污染工业企业污水处理费基准标准值升降标准值加收标准总磷值加收标准总氮值加收标准一化学需氧量值分档收取污水处理费计费方法,incentive,
567,2021-关于印发《遂昌县县级饮用水水源地保护生态补偿暂行办法》的通知.docx,丽水市,遂昌县,2021.0,regulatory,incentive,1.0,(keyword fallback),关于印发遂昌县县级饮用水水源地保护生态补偿暂行办法的通知各乡镇人民政府街道办事处县政府直属各单位遂昌县县级饮用水水源地保护生态补偿暂行办法已经县政府同意现印发给你们请认真组织实施遂昌县人民政府办公室年月日此件公开发布遂昌县县级饮用水水源地保护生态补偿暂行办法一总则为落实水生态水环境的保护责任有效防治水污染和保护水资源建立长效的生态补偿机制持续改善县级饮用水水源地水环境质量根据丽水市饮用水水源保护条例规定制定本办法一坚持权责一致公平合理的原则谁受益谁补偿谁保护谁受偿县财政安排生态补偿资金饮用水水源地乡镇街道要严格落实水源地保护责任二坚持多元筹资定向补偿的原则积极拓宽资金筹措渠道三坚持统筹协调共同发展的原则按照统筹区域协调发展的要求多渠道多形式支持饮用水水源地的经济社会发展努力实现经济社会发展与生态环境保护双赢四本办法所指的县级饮用水水源地涉及妙高街道垵口乡五成立遂昌县饮用水水源保护领导小组下设办公室以下简称县水源保护领导小组办公室办公室设在丽水市生态环境局遂昌分局负责生态补偿的组织管理和监督检查二生态补偿资金筹集六根据我县经济社会发展情况和环境保护需要将饮用水源地保护生态补偿资金列入丽水,incentive,
573,2022-关于印发《丽水市莲都区水生态环境保护“十四五”规划》的通知.docx,丽水市,莲都区,2022.0,regulatory,informational,1.0,(keyword fallback),丽水市莲都区水生态环境保护十四五规划丽水市生态环境局莲都分局二零二一年十二月前言党的十九大提出了年生态环境根本好转美丽中国目标基本实现的奋斗目标并明确加快水污染防治实施流域环境和近岸海域综合治理等任务要求为未来一段时期水生态环境保护工作指明了方向年全国生态环境保护大会确立的习近平生态文明思想为新时代推进生态文明建设加强生态环境保护打好污染防治攻坚战提供了方向指引和行动指南党中央国务院一直高度重视水生态环境保护工作习近平总书记在全国生态环境保护大会和高质量发展座谈会上的讲话为做好流域治理提供了指引也为规划编制提供了遵循党中央国务院相关部署为新时期水生态环境保护提供了重要的战略机遇莲都区将紧紧把握十四五时期机遇挑战创新实践绿水青山就是金山银山发展理念根据浙江省水生态环境保护十四五规划丽水市水生态环境保护十四五规划莲都区国民经济和社会发展第十四个五年规划纲要等科学编制提出我区十四五期间水生态环境保护规划的指导思想和目标确定主要工作任务提出相应的规划项目和保障措施从而全面提升我区水生态环境质量有效地防治水污染科学客观地指导十四五期间莲都区水生态环境保护工作一流域水生态环境状况一区域概况地理位置,informational,
